Model,Method,Horizon,R2,MAE,RMSE,MAE_USD,RMSE_USD,DirAcc,Naive_R2,Naive_MAE,Naive_RMSE,Naive_MAE_USD,Naive_RMSE_USD,Const_DirAcc,Pct_Up,Pct_Down,PerStock_MeanMAPE,PerStock_MedianMAPE,PerStock_StdMAPE,PerStock_MinMAPE,PerStock_MaxMAPE,N_Stocks,N_Test_Samples
GCFormer,global,5,0.9959675116574457,0.0644875168800354,0.28821752097082753,2.500472160022568,14.75413752178107,0.5616318415609848,0.9958956952147493,0.06474149227142334,0.29077270148828893,2.3841450133781903,14.636832735151907,0.5242177831834671,0.5242177831834671,0.47062179000313364,2.7869575423875843,2.2666068261382004,1.8429161045997617,1.0853133637254762,9.974104354059254,49,188279
GCFormer,global,20,0.9862641002420737,0.12448551505804062,0.5306098952463135,4.853117326165754,26.82712533595755,0.5428726440307513,0.9857853705156429,0.12361067533493042,0.5397772266346431,4.613674850030936,26.76653607241634,0.5421106513671459,0.5421106513671459,0.4549377746022267,5.411099099305743,4.16507120834913,3.9574152787802,2.1139758618951285,20.61562665381586,49,187544
GCFormer,global,60,0.9616005190333138,0.22015084326267242,0.8820258154756565,8.69796457808138,45.06321846028175,0.5381690264135652,0.9625411702810412,0.2159917652606964,0.8711555698508572,8.143771107013771,43.52467731065202,0.5621299070322154,0.5621299070322154,0.43610512400494295,10.017476147050917,7.056097617197224,9.286208847940756,3.3804400654440405,50.63951359230463,49,185584
GCFormer,global,120,0.9281747924055826,0.31748127937316895,1.1968257525399213,12.650277759384906,61.92545893334108,0.5424764329699453,0.9319997600864363,0.3102499842643738,1.1645220163179646,11.700778546979373,57.586971119134795,0.5826840739361818,0.5826840739361818,0.41607165670192653,15.061277687203816,9.847715896383074,15.681715652759,4.877349779707765,86.30140987997112,49,182644
GCFormer,global,240,0.8689061820128807,0.4529988169670105,1.5964545694942611,17.736327317824585,78.63492293721731,0.5594424096617532,0.8731550751549423,0.4515097737312317,1.5703700420407953,17.027803123159664,76.40773249556338,0.6067580668574509,0.6067580668574509,0.3923854068870866,22.203464395490133,13.519303020889314,24.55162010028488,6.4827491002295154,137.4305761485037,48,176814
