stock_close_max,n_samples,n_nonoverlap_trades,sharpe_strategy_overlap,sharpe_naive_overlap,sharpe_strategy,sharpe_naive,mdd_strategy,mdd_naive,hit_rate,mean_strat_return,mean_naive_return,Model,Method,Horizon
5.1495537757873535,4918,984,0.6154663822517134,0.8612899756710932,0.5658543735510968,0.862680299213763,0.7357054038044183,0.7357054038044184,0.5557590557590557,0.004449306644331443,0.006204263066126396,GCFormer,sequential,5
7.011218070983887,7295,1459,0.26283351688635037,0.2560060552631744,0.3874464715252829,0.2584243363783065,0.8703727936054739,0.895782879332479,0.5361537398036776,0.005389792054936919,0.005249969075625814,GCFormer,sequential,5
9.46875,4922,985,1.1381681150277698,0.6259577214656538,1.1242758861947633,0.6193768737936267,0.3714912719898119,0.5086871707713538,0.5589492974954184,0.005881827916858475,0.0032634790351613236,GCFormer,sequential,5
9.885000228881836,2630,526,0.7787041394181012,1.290478189501453,0.7745536078636046,1.2966541907632572,0.5693339635391057,0.6369376489503156,0.5562333206252382,0.00686387380006763,0.011258583107095184,GCFormer,sequential,5
11.28125,7295,1459,0.48993115841800994,0.3558029491662174,0.5981334063853985,0.3541435635713963,0.5477707416149242,0.567598534859701,0.5363398151979037,0.002053506253469118,0.0014929922324640606,GCFormer,sequential,5
14.550874710083008,7295,1459,0.7250294672664817,0.35876189371806594,0.6542019859192904,0.36144788515650367,0.8032614945067289,0.6676217914996241,0.5420289855072464,0.0041559189576731515,0.0020645110493769585,GCFormer,sequential,5
15.404823303222656,5012,1003,0.8970237279320897,0.3692062651263543,0.9032788208278366,0.3657150486011616,0.6836156410732612,0.8012599624683443,0.5542240862792092,0.006576167598818145,0.0027245293936444433,GCFormer,sequential,5
17.70833396911621,5012,1003,0.7777541125810419,0.3892121067343119,0.822174546164284,0.3809921300225466,0.6958993323174978,0.5889135659771427,0.5367956687387206,0.003947264507434858,0.0019841734366178934,GCFormer,sequential,5
20.03125,6301,1261,1.1512957562493917,0.46985348373792973,1.2999307255875723,0.4695168778981325,0.5245292070515968,0.7299379278875012,0.5644288895959274,0.007420809433976429,0.003061367672527019,GCFormer,sequential,5
20.09375,7295,1459,1.0466780513956349,0.38937989733186174,0.9356032540235045,0.38887905458197364,0.2852126523850185,0.5979236359709557,0.5584057371397049,0.005179495331642112,0.0019447584240739782,GCFormer,sequential,5
20.125,5995,1199,1.0918817822974725,0.30272987135537976,0.9516530692688554,0.3050387011426839,0.7010416757328921,0.7836683427406625,0.567264198358184,0.0074609075999337495,0.0020910016515745793,GCFormer,sequential,5
23.8700008392334,3514,703,0.5972700812887181,0.48102933535227743,0.41837686574253463,0.48787095216137827,0.5413720256068982,0.5356938123007005,0.5350627137970353,0.0030837750418867124,0.0024866836874337587,GCFormer,sequential,5
24.783248901367188,2671,535,0.43860491046672134,0.3432814984020591,0.2266453985093964,0.3420284150597075,0.6259248947565789,0.5242080851640443,0.5196998123827392,0.0025089639217227267,0.0019651313227912488,GCFormer,sequential,5
25.735807418823242,4786,958,0.982562874209105,0.3691164349166862,1.0535685269481299,0.3678047369553352,0.5717618198783019,0.6906408583589193,0.5564161607703579,0.0064837247389194315,0.0024556264460803014,GCFormer,sequential,5
25.75,5965,1193,0.5420119239042784,0.2909446150453937,0.4429915536110918,0.29530259212293375,0.3977846970112485,0.35722347327014614,0.530114401076716,0.002244206489399227,0.001207152398325537,GCFormer,sequential,5
26.015398025512695,2791,559,0.7367434013546315,0.7352343516512219,0.742999283677873,0.7387794073328496,0.3240120947605156,0.5653348633850135,0.5397911415196255,0.0040788914806632,0.004070625587311054,GCFormer,sequential,5
26.125,5905,1181,0.5839017296172689,0.37341953827024255,0.6437071541706665,0.37334987070211345,0.5685981038234242,0.6343028208349981,0.5424448217317487,0.0035134297558644745,0.0022514003755197856,GCFormer,sequential,5
30.885459899902344,2640,528,2.9643302532887996,0.5025832142889436,3.0304378991840197,0.4976832380091038,0.10213772829655865,0.43342956029015245,0.6703590527119939,0.011244005979728697,0.0020607605595070705,GCFormer,sequential,5
41.0,5995,1199,0.899397935210409,0.47324900271541653,0.8590949630698583,0.47021743970866037,0.5554682075706201,0.4080683768730494,0.5592369477911646,0.0031784526126811714,0.001682087917567346,GCFormer,sequential,5
42.125,6301,1261,0.5210119940688173,0.18488666509760726,0.7614014016739447,0.18310907776552335,0.5414277500380829,0.766640340758678,0.5378980891719746,0.0026666420215182935,0.0009485100422327242,GCFormer,sequential,5
44.703548431396484,4546,910,0.47252875034461367,0.08413361838484515,0.6589282321169484,0.0919942693889696,0.30511642043435716,0.6887508816007184,0.5326110988282113,0.0021745798798180863,0.0003880130126098605,GCFormer,sequential,5
46.3125,4256,852,0.98460597319197,0.5468776561636393,1.0045784230455757,0.5414665576618082,0.33020333472794094,0.3953691359338585,0.557628719886632,0.005022121629591404,0.002807812072548529,GCFormer,sequential,5
47.5,5012,1003,0.546458606758805,0.48162878928314584,0.5944333618721166,0.4801581368333683,0.9639038574745177,0.9611883110828947,0.5312122432541281,0.006188680136932608,0.005458067738579121,GCFormer,sequential,5
