stock_close_max,n_samples,mape_pct,model,method,horizon
184.58999633789062,1897,1.1899891917626202,iTransformer,global,5
30.885459899902344,2640,1.4212447255829113,iTransformer,global,5
41.0,5995,1.4396141362121615,iTransformer,global,5
117.75,2614,1.5233741242507133,iTransformer,global,5
11.28125,7295,1.688200646195322,iTransformer,global,5
75.5625,5008,1.7043136325024153,iTransformer,global,5
25.75,5965,1.7219381717964994,iTransformer,global,5
58.4375,4215,1.7314586315847351,iTransformer,global,5
123.20999908447266,876,1.8249289137814615,iTransformer,global,5
80.45999908447266,1479,1.8667829848958015,iTransformer,global,5
44.703548431396484,4546,1.8672843573644609,iTransformer,global,5
108.125,5012,1.9422152428400175,iTransformer,global,5
20.09375,7295,2.027457297579998,iTransformer,global,5
9.46875,4922,2.0406444350187734,iTransformer,global,5
78.0,4601,2.066877262384436,iTransformer,global,5
59.5625,4255,2.0799915512796407,iTransformer,global,5
46.3125,4256,2.100687055325303,iTransformer,global,5
17.70833396911621,5012,2.1026592341495522,iTransformer,global,5
42.125,6301,2.1453662749467295,iTransformer,global,5
23.8700008392334,3514,2.212546556786133,iTransformer,global,5
26.015398025512695,2791,2.3060356004857145,iTransformer,global,5
14.550874710083008,7295,2.3078539982625315,iTransformer,global,5
20.125,5995,2.343225191069576,iTransformer,global,5
24.783248901367188,2671,2.370933163949446,iTransformer,global,5
26.125,5905,2.381351925784323,iTransformer,global,5
74.875,5012,2.49617119854096,iTransformer,global,5
89.65625,3527,2.5549598251822085,iTransformer,global,5
7.011218070983887,7295,2.5581649336634213,iTransformer,global,5
25.735807418823242,4786,2.5948466317293812,iTransformer,global,5
66.22000122070312,1949,2.6135201050273458,iTransformer,global,5
20.03125,6301,2.643161362543671,iTransformer,global,5
82.51000213623047,3558,2.7041509471211036,iTransformer,global,5
64.56999969482422,185,2.819077518432047,iTransformer,global,5
719.989990234375,1748,2.835163676557885,iTransformer,global,5
15.404823303222656,5012,3.004387266849754,iTransformer,global,5
5.1495537757873535,4918,3.156556698148219,iTransformer,global,5
939.8400268554688,1723,3.3348611128716144,iTransformer,global,5
50.70000076293945,1589,3.369695443350312,iTransformer,global,5
499.6875,5417,3.4591873803725437,iTransformer,global,5
9.885000228881836,2630,3.486243433038057,iTransformer,global,5
228.4499969482422,1808,3.8463181040201486,iTransformer,global,5
62.95000076293945,1790,4.143355567318993,iTransformer,global,5
96.5625,4480,4.157936402238107,iTransformer,global,5
121.30000305175781,561,4.625493993169931,iTransformer,global,5
47.5,5012,4.769640301052491,iTransformer,global,5
210.86000061035156,660,4.799423275308088,iTransformer,global,5
150.08999633789062,2842,10.473481726771613,iTransformer,global,5
607.8067626953125,1929,14.067714581114055,iTransformer,global,5
286.0400085449219,1192,14.732618880914195,iTransformer,global,5
30.885459899902344,2625,1.8837870382566992,iTransformer,global,20
184.58999633789062,1882,2.1384762073569763,iTransformer,global,20
117.75,2599,2.3552804972859205,iTransformer,global,20
41.0,5980,2.484710852082472,iTransformer,global,20
80.45999908447266,1464,2.9602082041233118,iTransformer,global,20
58.4375,4200,3.020829939908208,iTransformer,global,20
11.28125,7280,3.022587133377727,iTransformer,global,20
25.75,5950,3.037516712506289,iTransformer,global,20
75.5625,4993,3.094478081666361,iTransformer,global,20
108.125,4997,3.278646839294718,iTransformer,global,20
20.09375,7280,3.352707415658322,iTransformer,global,20
44.703548431396484,4531,3.355711810299427,iTransformer,global,20
59.5625,4240,3.4822315262194774,iTransformer,global,20
9.46875,4907,3.596941134654002,iTransformer,global,20
123.20999908447266,861,3.617311529025228,iTransformer,global,20
46.3125,4241,3.618021320026126,iTransformer,global,20
17.70833396911621,4997,3.641272018333534,iTransformer,global,20
20.125,5980,3.700410287242717,iTransformer,global,20
78.0,4586,3.7897937212028645,iTransformer,global,20
23.8700008392334,3499,3.921639799171567,iTransformer,global,20
42.125,6286,4.020785416803261,iTransformer,global,20
14.550874710083008,7280,4.09193575117077,iTransformer,global,20
26.015398025512695,2776,4.2099499528947,iTransformer,global,20
26.125,5890,4.249783311538267,iTransformer,global,20
24.783248901367188,2656,4.391649240393702,iTransformer,global,20
25.735807418823242,4771,4.415970023750975,iTransformer,global,20
74.875,4997,4.539982216448761,iTransformer,global,20
89.65625,3512,4.611147766608276,iTransformer,global,20
20.03125,6286,4.641689279677337,iTransformer,global,20
66.22000122070312,1934,4.70376098114201,iTransformer,global,20
7.011218070983887,7280,4.7852066263095505,iTransformer,global,20
82.51000213623047,3543,4.9217560512775345,iTransformer,global,20
64.56999969482422,170,4.981221621503913,iTransformer,global,20
15.404823303222656,4997,5.141750979147066,iTransformer,global,20
50.70000076293945,1574,5.275545148928592,iTransformer,global,20
719.989990234375,1733,5.427668276568341,iTransformer,global,20
5.1495537757873535,4903,6.034261293780198,iTransformer,global,20
9.885000228881836,2615,6.489910699045744,iTransformer,global,20
499.6875,5402,6.5086308897709655,iTransformer,global,20
62.95000076293945,1775,6.963660478304337,iTransformer,global,20
939.8400268554688,1708,7.552177464661676,iTransformer,global,20
228.4499969482422,1793,7.73558334627525,iTransformer,global,20
96.5625,4465,7.930823067991427,iTransformer,global,20
210.86000061035156,645,9.31295804545054,iTransformer,global,20
47.5,4997,9.81562556594707,iTransformer,global,20
121.30000305175781,546,10.258353268961505,iTransformer,global,20
150.08999633789062,2827,20.691636533573334,iTransformer,global,20
286.0400085449219,1177,25.4672949888661,iTransformer,global,20
607.8067626953125,1914,27.922737641007533,iTransformer,global,20
30.885459899902344,2585,2.9764769417939574,iTransformer,global,60
184.58999633789062,1842,3.5551026969303257,iTransformer,global,60
117.75,2559,3.860379675447513,iTransformer,global,60
41.0,5940,4.030194209483072,iTransformer,global,60
80.45999908447266,1424,4.66678871548693,iTransformer,global,60
58.4375,4160,4.747062709331307,iTransformer,global,60
25.75,5910,4.754150112377335,iTransformer,global,60
75.5625,4953,4.84740488372861,iTransformer,global,60
11.28125,7240,4.911085673176752,iTransformer,global,60
20.09375,7240,5.259558033927787,iTransformer,global,60
108.125,4957,5.458627390910829,iTransformer,global,60
44.703548431396484,4491,5.619777533338966,iTransformer,global,60
46.3125,4201,5.824209792791881,iTransformer,global,60
59.5625,4200,5.834557855618681,iTransformer,global,60
17.70833396911621,4957,5.889763870999878,iTransformer,global,60
9.46875,4867,5.951180555940237,iTransformer,global,60
20.125,5940,6.000666224549897,iTransformer,global,60
78.0,4546,6.219574911835731,iTransformer,global,60
123.20999908447266,821,6.31450441585755,iTransformer,global,60
23.8700008392334,3459,6.442552950652559,iTransformer,global,60
42.125,6246,6.546300080268742,iTransformer,global,60
14.550874710083008,7240,6.808679681664878,iTransformer,global,60
25.735807418823242,4731,6.88611536079404,iTransformer,global,60
26.015398025512695,2736,7.016526234943686,iTransformer,global,60
26.125,5850,7.216426174974632,iTransformer,global,60
24.783248901367188,2616,7.2306425144524535,iTransformer,global,60
20.03125,6246,7.520218963113115,iTransformer,global,60
89.65625,3472,7.538340233993651,iTransformer,global,60
74.875,4957,7.565988353752974,iTransformer,global,60
7.011218070983887,7240,7.787821720723576,iTransformer,global,60
66.22000122070312,1894,7.957169569900244,iTransformer,global,60
82.51000213623047,3503,8.349760281788685,iTransformer,global,60
15.404823303222656,4957,8.378074043146823,iTransformer,global,60
499.6875,5362,8.903445237090075,iTransformer,global,60
50.70000076293945,1534,9.224808465393542,iTransformer,global,60
719.989990234375,1693,9.340506712427352,iTransformer,global,60
5.1495537757873535,4863,10.869070690508407,iTransformer,global,60
62.95000076293945,1735,11.32821855956289,iTransformer,global,60
9.885000228881836,2575,11.399116861827059,iTransformer,global,60
64.56999969482422,130,11.476185766957137,iTransformer,global,60
228.4499969482422,1753,12.895939340699144,iTransformer,global,60
939.8400268554688,1668,12.999722884476148,iTransformer,global,60
96.5625,4425,13.548123543678075,iTransformer,global,60
210.86000061035156,605,14.837564132694347,iTransformer,global,60
47.5,4957,17.258828206882956,iTransformer,global,60
121.30000305175781,506,19.702379134272253,iTransformer,global,60
150.08999633789062,2787,34.252852935222904,iTransformer,global,60
286.0400085449219,1137,46.33928629646729,iTransformer,global,60
607.8067626953125,1874,49.22106121423458,iTransformer,global,60
30.885459899902344,2525,4.3162112901167875,iTransformer,global,120
184.58999633789062,1782,4.934297303898143,iTransformer,global,120
41.0,5880,5.482007044176222,iTransformer,global,120
117.75,2499,6.02308252834797,iTransformer,global,120
25.75,5850,6.118513003086049,iTransformer,global,120
80.45999908447266,1364,6.548784988926851,iTransformer,global,120
75.5625,4893,6.666138684202518,iTransformer,global,120
11.28125,7180,6.8937890406432665,iTransformer,global,120
20.09375,7180,7.06256673926014,iTransformer,global,120
58.4375,4100,7.108537761447698,iTransformer,global,120
46.3125,4141,7.389228411743813,iTransformer,global,120
78.0,4486,7.949380496849115,iTransformer,global,120
108.125,4897,7.961773328972782,iTransformer,global,120
9.46875,4807,8.433160554350048,iTransformer,global,120
17.70833396911621,4897,8.459875318090521,iTransformer,global,120
59.5625,4140,8.480411915960984,iTransformer,global,120
44.703548431396484,4431,8.498828921612557,iTransformer,global,120
20.125,5880,8.678467956664175,iTransformer,global,120
42.125,6186,8.991345765403096,iTransformer,global,120
123.20999908447266,761,9.115375044107278,iTransformer,global,120
23.8700008392334,3399,9.600411529765577,iTransformer,global,120
24.783248901367188,2556,9.648515987497492,iTransformer,global,120
26.015398025512695,2676,9.664372726817579,iTransformer,global,120
26.125,5790,9.801038154908346,iTransformer,global,120
74.875,4897,10.249654050227527,iTransformer,global,120
89.65625,3412,10.371734342893285,iTransformer,global,120
25.735807418823242,4671,10.450388616889855,iTransformer,global,120
14.550874710083008,7180,10.506215863990755,iTransformer,global,120
66.22000122070312,1834,10.908884796937384,iTransformer,global,120
20.03125,6186,11.294965628714598,iTransformer,global,120
82.51000213623047,3443,11.396197196976365,iTransformer,global,120
15.404823303222656,4897,11.850930103365824,iTransformer,global,120
7.011218070983887,7180,12.307735554218425,iTransformer,global,120
64.56999969482422,70,12.825783341014432,iTransformer,global,120
719.989990234375,1633,13.108896936641695,iTransformer,global,120
50.70000076293945,1474,14.049231542910809,iTransformer,global,120
5.1495537757873535,4803,16.0071938682308,iTransformer,global,120
62.95000076293945,1675,16.92430609111574,iTransformer,global,120
228.4499969482422,1693,17.772051486777297,iTransformer,global,120
499.6875,5302,18.230457439327957,iTransformer,global,120
9.885000228881836,2515,18.362068130928602,iTransformer,global,120
96.5625,4365,19.875989392284314,iTransformer,global,120
939.8400268554688,1608,20.763209115501834,iTransformer,global,120
210.86000061035156,545,25.985239011293864,iTransformer,global,120
47.5,4897,26.754242562127406,iTransformer,global,120
121.30000305175781,446,37.765193181088826,iTransformer,global,120
286.0400085449219,1077,64.78169356884446,iTransformer,global,120
150.08999633789062,2727,68.08705155546613,iTransformer,global,120
607.8067626953125,1814,97.76023449103171,iTransformer,global,120
30.885459899902344,2405,5.72048230156876,iTransformer,global,240
184.58999633789062,1662,6.792168527615322,iTransformer,global,240
41.0,5760,7.242821390818355,iTransformer,global,240
117.75,2379,7.634377083430064,iTransformer,global,240
25.75,5730,8.286917154527385,iTransformer,global,240
80.45999908447266,1244,8.476393397919265,iTransformer,global,240
75.5625,4773,9.102762379062515,iTransformer,global,240
11.28125,7060,9.108973725122128,iTransformer,global,240
58.4375,3980,9.37105900020691,iTransformer,global,240
20.09375,7060,9.682885799048115,iTransformer,global,240
46.3125,4021,9.970214525122941,iTransformer,global,240
